DATE,GOLD_TOKYO,PT_TOKYO,GOLD_NY,PT_NY,USDJPY
2016/07/11,4738,3797,1358.4,1100.2,100.466
2016/07/12,4771,3851,1356.6,1108.1,102.783
2016/07/13,4791,3910,1335.3,1097.9,104.671
2016/07/14,4811,3924,1343.6,1100.2,104.671
2016/07/15,4825,3974,1332.2,1104.6,104.471
2016/07/19,4839,3967,1329.3,1101.6,106.145
2016/07/20,4856,3974,1332.3,1098.6,106.114
2016/07/21,4827,3962,1319.3,1091.5,106.884
2016/07/22,4837,3974,1331,1108,105.808
2016/07/25,4829,3906,1323.4,1088.4,106.18
2016/07/26,4770,3909,1319.5,1088.4,105.807
2016/07/27,4754,3926,1320.8,1099,104.628
2016/07/28,4818,4072,1326.7,1128.2,105.39
2016/07/29,4799,4047,1332.3,1138.9,105.256
2016/08/01,4749,4005,1349,1150.6,102.09
2016/08/02,4759,4045,1359.6,1163.3,102.383
2016/08/03,4750,4030,1372.6,1172.1,100.89
2016/08/04,4733,4035,1364.7,1169.6,100.89
2016/08/05,4747,4020,1367.4,1165,101.245
2016/08/08,4689,3996,1344.4,1151.5,101.796
2016/08/09,4714,4035,1341.3,1155.4,102.446
2016/08/10,4710,4035,1346.7,1159.9,101.877
2016/08/12,4703,4014,1350,1156.7,101.94
2016/08/15,4675,3912,1343.2,1129.3,101.26
2016/08/16,4678,3876,1347.5,1116.3,101.25
2016/08/17,4664,3864,1356.9,1124.1,100.301
2016/08/18,4657,3860,1348.8,1114.7,100.272
2016/08/19,4660,3868,1357.2,1133.2,99.881
2016/08/22,4636,3828,1346.2,1118.4,100.199
2016/08/23,4624,3809,1343.4,1108.2,100.322
2016/08/24,4632,3832,1346.1,1111.3,100.236
2016/08/25,4595,3748,1329.7,1082.2,100.445
2016/08/26,4580,3726,1324.6,1077,100.523
2016/08/29,4638,3770,1325.9,1077.7,101.787
2016/08/30,4648,3797,1327.1,1081.1,101.913
2016/08/31,4647,3758,1316.5,1056.6,102.945
2016/09/01,4657,3755,1311.4,1053.5,103.416
2016/09/02,4674,3743,1317.1,1048.9,103.238
2016/09/05,4728,3812,1326.7,1062.2,103.996
2016/09/06,4728,3830,1326.7,1062.2,103.409
2016/09/07,4721,3857,1354,1102.7,102.011
2016/09/08,4718,3830,1349.2,1092.8,101.726
2016/09/09,4703,3826,1341.6,1084.7,102.484
2016/09/12,4694,3748,1334.5,1067.5,102.695
2016/09/13,4648,3720,1325.6,1042.9,101.839
2016/09/14,4665,3679,1323.7,1036,102.55
2016/09/15,4674,3684,1326.1,1040.9,102.395
2016/09/16,4628,3647,1318,1033.8,102.088
2016/09/20,4614,3606,1317.8,1023.7,101.913
2016/09/21,4608,3628,1318.2,1030.9,101.712
2016/09/23,4642,3685,1344.7,1062.8,100.75
2016/09/26,4643,3677,1341.7,1057,100.98
2016/09/27,4613,3604,1344.1,1042.9,100.325
2016/09/28,4589,3570,1330.4,1025.2,100.429
2016/09/29,4601,3624,1323.7,1022.3,100.682
2016/09/30,4595,3587,1326,1030.8,101.022
2016/10/03,4590,3606,1317.1,1028.6,101.408
2016/10/04,4597,3542,1312.7,1009.1,101.645
2016/10/05,4497,3507,1269.7,990.5,102.886
2016/10/06,4530,3517,1268.6,976.6,103.497
2016/10/07,4498,3475,1253,966.3,103.937
2016/10/11,4499,3464,1260.4,965.4,103.603
2016/10/12,4473,3382,1255.9,949.8,103.494
2016/10/13,4507,3399,1253.8,941.9,104.202
2016/10/14,4497,3359,1257.6,932.9,103.684
2016/10/17,4493,3382,1255.5,939.5,104.172
2016/10/18,4488,3372,1256.6,936.2,103.88
2016/10/19,4518,3392,1262.9,946.5,103.862
2016/10/20,4526,3381,1269.9,943.5,103.435
2016/10/21,4536,3353,1267.5,935.4,103.947
2016/10/24,4532,3352,1267.7,932.3,103.828
2016/10/25,4540,3394,1263.7,939.1,104.177
2016/10/26,4563,3441,1273.6,964.9,104.219
2016/10/27,4559,3473,1266.6,964,104.472
2016/10/28,4602,3513,1269.5,964.9,105.281
2016/10/31,4605,3527,1276.8,981.4,104.756
2016/11/01,4602,3547,1273.1,978.6,104.814
2016/11/02,4610,3554,1288,997.9,104.153
2016/11/04,4624,3554,1303.3,994.4,102.978
2016/11/07,4626,3563,1304.5,1004.5,103.055
2016/11/08,4610,3603,1279.4,1001.4,104.458
2016/11/09,4607,3629,1274.5,1008.6,105.138
2016/11/10,4646,3640,1273.5,1003.3,105.653
2016/11/11,4634,3610,1266.4,982.2,106.802
2016/11/14,4512,3492,1224.3,943.2,106.655
2016/11/15,4560,3519,1221.7,933.6,108.416
2016/11/16,4601,3553,1224.5,934.7,109.177
2016/11/17,4597,3552,1223.9,946.5,109.068
2016/11/18,4597,3531,1216.9,945.1,109.98
2016/11/21,4611,3529,1208.7,922,110.915
2016/11/22,4628,3590,1209.8,936.5,110.792
2016/11/24,4602,3599,1189.3,931.1,112.48
2016/11/25,4627,3587,1189.3,931.1,113.285
2016/11/28,4610,3550,1178.4,908.3,113.087
2016/11/29,4597,3583,1190.8,923.3,111.934
2016/11/30,4587,3572,1187.9,921.3,112.374
2016/12/01,4615,3598,1170.8,909.9,114.454
2016/12/02,4599,3604,1166.9,911.3,114.08
2016/12/05,4609,3639,1175.1,932.7,113.505
2016/12/06,4583,3683,1176.5,938.6,113.855
2016/12/07,4587,3677,1170.1,935.7,113.998
2016/12/08,4595,3698,1177.5,943.2,113.742
2016/12/09,4585,3672,1172.4,943.8,113.97
2016/12/12,4592,3635,1161.9,915,115.309
2016/12/13,4595,3685,1165.8,933.7,115.016
2016/12/14,4588,3714,1159,936.7,115.179
2016/12/15,4607,3739,1163.7,940.8,117.04
2016/12/16,4583,3653,1129.8,893.6,118.168
2016/12/19,4601,3752,1137.4,934.1,117.982
2016/12/20,4586,3695,1142.7,917.3,117.099
2016/12/21,4589,3712,1133.6,924,117.838
2016/12/22,4575,3691,1133.2,914.4,117.554
2016/12/26,4578,3636,1133.6,893.2,117.293
2016/12/27,4568,3635,1133.6,893.2,117.074
2016/12/28,4600,3674,1138.8,904.1,117.412
2016/12/29,4602,3647,1140.9,899.6,117.251
2016/12/30,4649,3640,1158.1,897.8,116.541
