DATE,GOLD_TOKYO,PT_TOKYO,GOLD_NY,PT_NY,USDJPY
2015/03/04,4965,4882,1204.4,1189.6,119.725
2015/03/05,4961,4871,1200.9,1181.7,119.661
2015/03/06,4966,4879,1196.2,1180.1,120.129
2015/03/09,4869,4790,1164.3,1158.8,120.718
2015/03/10,4894,4803,1166.5,1148.6,121.145
2015/03/11,4865,4732,1160.1,1130,121.127
2015/03/12,4843,4708,1150.6,1115.4,121.446
2015/03/13,4839,4694,1151.9,1114.9,121.288
2015/03/16,4839,4667,1152.4,1115.2,121.431
2015/03/17,4843,4650,1153.2,1107.9,121.331
2015/03/18,4816,4576,1148.2,1093.7,121.362
2015/03/19,4852,4675,1151.3,1092.6,120.099
2015/03/20,4869,4675,1169,1119.6,120.769
2015/03/23,4902,4716,1184.6,1141.2,120.15
2015/03/24,4907,4733,1187.7,1144.5,119.704
2015/03/25,4911,4697,1191.4,1141.5,119.74
2015/03/26,4912,4708,1197,1146.5,119.484
2015/03/27,4937,4735,1204.8,1154,119.18
2015/03/30,4913,4665,1199.8,1143.6,119.166
2015/03/31,4904,4636,1184.8,1116.9,120.07
2015/04/01,4895,4703,1183.1,1142.6,120.124
2015/04/02,4958,4774,1208.1,1165.2,119.755
2015/04/03,4956,4758,1200.9,1153.8,119.704
2015/04/06,4990,4825,1200.9,1153.8,118.994
2015/04/07,4997,4823,1218.6,1180.4,119.516
2015/04/08,5006,4849,1210.6,1173.9,120.253
2015/04/09,4974,4817,1203.1,1166.3,120.126
2015/04/10,4963,4819,1193.6,1157,120.565
2015/04/13,5003,4860,1204.6,1170.6,120.227
2015/04/14,4953,4765,1199.3,1153.9,120.113
2015/04/15,4919,4755,1192.6,1153.7,119.389
2015/04/16,4950,4789,1201.3,1156.6,119.134
2015/04/17,4923,4772,1198,1159.2,118.995
2015/04/20,4941,4810,1203.1,1167.5,118.895
2015/04/21,4917,4737,1193.7,1148.8,119.15
2015/04/22,4959,4749,1203.1,1152.5,119.651
2015/04/23,4919,4693,1186.9,1129.7,119.901
2015/04/24,4921,4679,1194.3,1136.7,119.574
2015/04/27,4835,4596,1175,1121.4,118.924
2015/04/28,4919,4675,1203.2,1153.4,119.027
2015/04/30,4932,4722,1210,1161.5,119.013
2015/05/01,4875,4702,1182.4,1140.4,119.013
2015/05/07,4899,4704,1190.3,1142.8,119.44
2015/05/08,4879,4671,1182.2,1131.4,119.735
2015/05/11,4909,4711,1188.9,1143.5,119.78
2015/05/12,4899,4675,1183,1127.3,120.073
2015/05/13,4922,4680,1192.4,1133,119.858
2015/05/14,4977,4724,1218.2,1150.8,119.136
2015/05/15,5006,4768,1225.2,1162.4,119.154
2015/05/18,5015,4803,1225.3,1169.1,119.402
2015/05/19,5039,4842,1227.6,1178.5,119.981
2015/05/20,5011,4796,1206.7,1150.9,120.685
2015/05/21,5033,4826,1208.7,1156.9,121.326
2015/05/22,5019,4815,1204.1,1152.3,121.028
2015/05/25,5037,4803,1204,1148.6,121.532
2015/05/26,5047,4821,1204,1148.6,121.553
2015/05/27,5032,4784,1186.9,1124.1,123.094
2015/05/28,5053,4776,1185.6,1119,123.653
2015/05/29,5060,4778,1188.1,1116.3,123.653
2015/06/01,5087,4761,1189.4,1111.5,124.119
2015/06/02,5101,4759,1188.7,1104.2,124.768
2015/06/03,5101,4784,1194.4,1112.8,124.092
2015/06/04,5074,4746,1184.9,1104.1,124.237
2015/06/05,5044,4723,1175.2,1099.2,124.356
2015/06/08,5061,4759,1168.1,1092,125.571
2015/06/09,5039,4752,1173.6,1101.2,124.48
2015/06/10,5046,4761,1177.6,1108.5,124.34
2015/06/11,5025,4730,1186.6,1115.2,122.668
2015/06/12,5030,4719,1180.4,1105.2,123.419
2015/06/15,5026,4666,1179.2,1096.8,123.35
2015/06/16,5039,4638,1185.8,1088.6,123.411
2015/06/17,5024,4599,1180.9,1079.8,123.36
2015/06/18,5045,4614,1176.8,1072.7,123.36
2015/06/19,5084,4609,1202,1082.8,122.96
2015/06/22,5070,4593,1201.9,1086.8,122.669
2015/06/23,5043,4535,1184.1,1060.6,123.361
2015/06/24,5028,4585,1176.6,1067.5,123.936
2015/06/25,5019,4610,1172.9,1074.1,123.846
2015/06/26,4997,4616,1171.8,1084.4,123.618
2015/06/29,5018,4585,1173.2,1080.7,123.885
2015/06/30,4973,4574,1179,1081.4,122.537
2015/07/01,4956,4563,1171.8,1078.6,122.494
2015/07/02,4962,4613,1169.3,1086.9,123.167
2015/07/03,4948,4607,1163.5,1083.6,123.057
2015/07/06,4956,4557,1163.5,1083.6,122.718
2015/07/07,4948,4525,1173.2,1066.3,122.567
2015/07/08,4879,4370,1152.6,1041.5,122.518
2015/07/09,4825,4279,1163.5,1035.8,120.701
2015/07/10,4868,4313,1159.2,1022.4,121.33
2015/07/13,4906,4340,1157.9,1032.3,122.825
2015/07/14,4923,4412,1155.4,1036,123.433
2015/07/15,4906,4376,1153.5,1028.4,123.385
2015/07/16,4893,4363,1147.4,1021.7,123.763
2015/07/17,4887,4328,1143.9,1011.6,124.14
2015/07/21,4721,4161,1106.8,988.6,124.261
2015/07/22,4697,4180,1103.5,984.3,123.886
2015/07/23,4686,4219,1091.5,979.9,123.958
2015/07/24,4656,4183,1094.1,981.1,123.904
2015/07/27,4679,4222,1085.5,980.7,123.806
2015/07/28,4649,4183,1096.4,988.9,123.245
2015/07/29,4668,4202,1096.2,986.4,123.55
2015/07/30,4691,4238,1092.6,984.9,123.914
2015/07/31,4653,4235,1088.4,989.9,124.138
2015/08/03,4674,4206,1094.9,985,123.908
2015/08/04,4632,4081,1089.4,967.1,124.027
2015/08/05,4655,4089,1090.7,958.5,124.379
2015/08/06,4659,4100,1085.6,950.9,124.848
2015/08/07,4677,4102,1090.1,956,124.729
2015/08/10,4664,4107,1094.1,962.2,124.21
2015/08/11,4736,4242,1104.1,989.8,124.624
2015/08/12,4778,4279,1107.7,992.3,125.121
2015/08/13,4811,4288,1123.6,999.9,124.2
2015/08/14,4776,4251,1115.6,995,124.41
2015/08/17,4783,4269,1112.7,994,124.301
2015/08/18,4794,4296,1118.4,1000.7,124.385
2015/08/19,4784,4260,1116.9,994.1,124.402
2015/08/20,4838,4331,1127.9,1013.1,123.817
2015/08/21,4900,4383,1153.2,1034.9,123.397
2015/08/24,4854,4290,1159.6,1027.1,122.06
2015/08/25,4727,4038,1153.6,991.5,118.402
2015/08/26,4684,4026,1138.3,976.7,118.821
2015/08/27,4653,4094,1124.6,980.2,119.896
2015/08/28,4694,4197,1122.6,1006,121.012
2015/08/31,4724,4230,1134,1021.7,121.345
2015/09/01,4734,4206,1132.5,1010.5,121.22
2015/09/02,4705,4166,1139.8,1008.4,119.379
2015/09/03,4702,4212,1133.6,1013.6,120.324
2015/09/04,4653,4171,1124.5,1010.1,120.059
2015/09/07,4589,4056,1121.4,992.4,119.002
2015/09/08,4612,4085,1121.4,992.4,119.272
2015/09/09,4650,4184,1121,1002.9,119.81
2015/09/10,4588,4062,1102,981.2,120.494
2015/09/11,4628,4107,1109.3,981.2,120.618
2015/09/14,4598,4040,1103.3,964.9,120.571
2015/09/15,4596,3986,1107.7,955.4,120.232
2015/09/16,4578,4001,1102.6,958.2,120.413
2015/09/17,4651,4055,1119,975.7,120.554
2015/09/18,4665,4046,1117,968.4,119.999
2015/09/24,4688,3968,1131.5,932.4,120.267
2015/09/25,4755,3928,1153.8,955.8,120.072
2015/09/28,4750,3937,1145.6,951.1,120.483
2015/09/29,4664,3775,1131.7,922.5,119.915
2015/09/30,4649,3801,1126.8,917.1,119.736
2015/10/01,4606,3777,1115.2,907.2,119.882
2015/10/02,4599,3760,1113.7,903.2,119.912
2015/10/05,4695,3795,1136.6,907.3,119.92
2015/10/06,4706,3809,1137.6,912.9,120.457
2015/10/07,4745,3904,1146.4,934.7,120.225
2015/10/08,4721,3911,1148.7,946.4,120.007
2015/10/09,4705,3936,1144.3,955.6,119.933
2015/10/13,4796,4094,1164.5,995.9,120.037
2015/10/14,4801,4071,1165.4,992.6,119.739
2015/10/15,4845,4084,1179.8,995.4,118.829
2015/10/16,4840,4133,1187.5,1007,118.877
2015/10/19,4825,4173,1183.1,1023.7,119.489
2015/10/20,4811,4174,1172.8,1014.6,119.496
2015/10/21,4846,4216,1177.5,1020.1,119.835
2015/10/22,4813,4141,1167.1,1007.1,119.912
2015/10/23,4837,4202,1166.1,1012.9,120.687
2015/10/26,4841,4174,1162.8,1001.7,121.438
2015/10/27,4831,4142,1166.2,997.5,121.093
2015/10/28,4831,4106,1165.8,989.2,120.447
2015/10/29,4805,4133,1176.1,1012.8,121.083
2015/10/30,4765,4117,1147.3,993.3,121.121
2015/11/02,4724,4076,1141.4,989.1,120.62
2015/11/04,4676,4029,1114.1,962.2,121.062
2015/11/05,4647,4011,1106.2,954.8,121.547
2015/11/06,4641,4003,1104.2,953.1,121.741
2015/11/09,4630,3977,1087.7,940,123.161
2015/11/10,4638,3890,1088.1,914.4,123.167
2015/11/11,4621,3833,1088.5,899.5,123.134
2015/11/12,4597,3745,1084.9,883.1,122.851
2015/11/13,4584,3729,1081,876.9,122.605
2015/11/16,4599,3664,1080.9,863.7,122.618
2015/11/17,4606,3698,1083.6,865.5,123.17
2015/11/18,4551,3628,1068.6,855,123.439
2015/11/19,4569,3650,1068.7,848,123.628
2015/11/20,4581,3637,1077.9,858.1,122.862
2015/11/24,4526,3590,1066.8,847.4,122.827
2015/11/25,4536,3567,1073.8,841.7,122.531
2015/11/26,4535,3582,1070,843.9,122.698
2015/11/27,4535,3623,1070,843.9,122.563
2015/11/30,4479,3513,1056.2,835.8,122.796
2015/12/01,4526,3557,1065.3,832.9,123.094
2015/12/02,4530,3567,1063.5,835.4,122.865
2015/12/03,4471,3530,1053.8,832.4,123.243
2015/12/04,4495,3604,1061.2,847.5,122.605
2015/12/07,4595,3737,1084.1,880.6,123.165
2015/12/08,4554,3650,1075.2,863.2,123.366
2015/12/09,4551,3611,1075.3,846.5,122.928
2015/12/10,4499,3598,1076.5,865.8,121.446
2015/12/11,4499,3594,1072,855.9,121.541
2015/12/14,4466,3507,1075.7,843.7,120.852
2015/12/15,4433,3566,1063.4,850.2,121.027
2015/12/16,4459,3612,1061.6,855.8,121.658
2015/12/17,4514,3691,1076.8,876,122.204
2015/12/18,4443,3573,1049.6,844.7,122.551
2015/12/21,4441,3586,1065,860.8,121.248
2015/12/22,4492,3650,1080.6,881.3,121.169
2015/12/24,4462,3636,1068.3,868.1,120.912
2015/12/25,4457,3682,1075.9,884.2,120.38
2015/12/28,4462,3701,1075.9,884.2,120.2
2015/12/29,4431,3666,1068.3,880.8,120.4
2015/12/30,4441,3707,1068,891.2,120.46
